,VIN,type,brake_time_sec,brake_distance_ft,road_type,braking_score,brake_pressure20pct,brake_pressure40pct,brake_pressure60pct,brake_pressure80pct,brake_pressure100pct,abs_event,travel_speed
1140,1G1RB6E41FU000039,distracted,3.71,26.04,residential,122,0,0,0,0,0,1,21
1971,1G1FX6S08H4000011,distracted,5.45,76.7,highway,134,1,1,1,1,0,1,60
2027,1G1RB6E41FU000002,aggressive,2.52,41.47,main road,105,1,0,0,0,0,0,52
2953,1G1RB6E41FU000019,aggressive,4.58,59.35,highway,81,1,1,1,1,1,1,77
924,1G1FX6S08H4000048,quality,5.77,65.12,main road,172,1,0,0,0,0,0,49
1349,1G1RB6E41FU000048,distracted,3.29,29.2,residential,153,1,1,1,0,0,1,21
2750,1G1RB6E41FU000029,aggressive,1.85,43.79,main road,106,1,0,0,0,0,0,57
2287,1G1RB6E41FU000012,aggressive,1.91,15.17,residential,99,0,0,0,0,0,0,32
841,1G1FX6S08H4000045,quality,6.25,61.23,main road,211,0,0,0,0,0,0,48
1411,1G1RB6E41FU000050,distracted,4.1,53.39,main road,140,1,1,0,0,0,0,37
2995,1G1RB6E41FU000031,aggressive,3.56,56.92,highway,109,1,1,1,1,1,1,75
2000,1G1FX6S08H4000017,distracted,5.41,76.73,highway,164,1,1,1,1,0,1,55
1485,1G1FX6S08H4000003,distracted,4.19,52.05,main road,140,0,0,0,0,0,0,43
1227,1G1RB6E41FU000043,distracted,5.45,76.53,highway,110,1,1,1,1,0,1,57
695,1G1FX6S08H4000040,quality,4.4,31.2,residential,153,1,0,0,0,0,0,28
1908,1G1RB6E41FU000046,distracted,5.42,74.19,highway,135,1,1,1,1,0,1,52
1434,1G1FX6S08H4000001,distracted,3.24,32.63,residential,140,1,0,0,0,0,0,17
2254,1G1RB6E41FU000010,aggressive,5.69,59.73,highway,56,1,1,1,1,0,0,73
1354,1G1RB6E41FU000048,distracted,3.12,30.75,residential,138,0,0,0,0,0,0,21
1072,1G1RB6E41FU000036,distracted,3.38,29.15,residential,151,1,1,0,0,0,1,21
2119,1G1RB6E41FU000005,aggressive,2.07,46.56,main road,109,1,1,1,0,0,0,59
1874,1G1RB6E41FU000040,distracted,5.52,78.2,highway,135,1,1,1,1,0,1,57
2654,1G1RB6E41FU000026,aggressive,2.69,47.62,main road,117,1,1,1,0,0,0,48
861,1G1FX6S08H4000046,quality,4.09,34.16,residential,167,1,1,0,0,0,0,28
960,1G1FX6S08H4000049,quality,3.93,27.96,residential,177,1,1,0,0,0,0,27
2538,1G1RB6E41FU000021,aggressive,2.17,20.65,residential,140,1,0,0,0,0,0,36
2696,1G1RB6E41FU000027,aggressive,1.85,22.56,residential,105,1,0,0,0,0,0,32
624,1G1FX6S08H4000038,quality,8.31,89.86,highway,168,1,1,1,0,0,0,61
812,1G1FX6S08H4000044,quality,7.71,91.36,highway,168,1,1,1,0,0,0,57
1090,1G1RB6E41FU000037,distracted,5.37,77.65,highway,130,1,1,1,1,0,1,54
4,1G1FX6S08H4000017,quality,8.11,87.88,highway,146,1,1,1,0,0,0,59
2100,1G1RB6E41FU000005,aggressive,3.04,43.96,main road,84,1,1,1,0,0,0,52
2137,1G1RB6E41FU000006,aggressive,2.92,18.35,residential,95,0,0,0,0,0,0,35
332,1G1FX6S08H4000028,quality,3.6,23.5,residential,167,1,1,1,0,0,0,23
1823,1G1FX6S08H4000016,distracted,3.47,22.84,residential,108,1,0,0,0,0,0,22
2498,1G1RB6E41FU000020,aggressive,2.18,47.31,main road,100,1,1,1,0,0,0,55
2752,1G1RB6E41FU000029,aggressive,2.47,45.31,main road,108,1,1,0,0,0,0,55
2144,1G1RB6E41FU000006,aggressive,1.72,13.91,residential,99,1,1,0,0,0,0,33
1867,1G1RB6E41FU000037,distracted,5.08,75.48,highway,158,1,1,1,1,0,1,59
1697,1G1FX6S08H4000011,distracted,5.61,81.89,highway,157,1,1,1,1,0,0,56
2702,1G1RB6E41FU000027,aggressive,1.19,19.91,residential,155,1,0,0,0,0,0,32
1945,1G1FX6S08H4000005,distracted,5.42,81.7,highway,131,1,1,1,1,0,1,57
1993,1G1FX6S08H4000017,distracted,5.18,78.93,highway,174,1,1,1,1,0,1,53
605,1G1FX6S08H4000037,quality,3.94,30.77,residential,185,1,0,0,0,0,0,25
1939,1G1FX6S08H4000005,distracted,5.85,79.48,highway,129,1,1,1,1,0,1,57
2314,1G1RB6E41FU000013,aggressive,4.87,61.08,highway,82,1,1,1,1,0,0,67
2814,1G1RB6E41FU000031,aggressive,4.25,62.7,highway,130,1,1,1,0,0,0,74
2395,1G1RB6E41FU000016,aggressive,5.46,57.51,highway,104,1,1,1,1,0,0,72
2830,1G1RB6E41FU000032,aggressive,2.28,43.7,main road,96,1,1,1,0,0,0,55
1215,1G1RB6E41FU000042,distracted,3.58,27.84,residential,132,0,0,0,0,0,1,22
1291,1G1RB6E41FU000045,distracted,3.27,25.5,residential,144,1,0,0,0,0,1,24
2991,1G1RB6E41FU000031,aggressive,4,61.86,highway,93,1,1,1,1,1,1,69
229,1G1FX6S08H4000025,quality,3.76,33.51,residential,180,1,0,0,0,0,0,24
522,1G1FX6S08H4000035,quality,8.02,88.48,highway,166,1,1,1,0,0,0,59
2281,1G1RB6E41FU000011,aggressive,2.82,41.74,main road,82,1,1,1,0,0,0,60
2011,1G1RB6E41FU000001,aggressive,5.57,61.88,highway,110,1,1,1,1,0,0,77
1830,1G1FX6S08H4000016,distracted,3.41,32.24,residential,146,1,1,1,0,0,0,24
2148,1G1RB6E41FU000006,aggressive,2.29,20.37,residential,126,0,0,0,0,0,0,32
2474,1G1RB6E41FU000019,aggressive,5.71,57.46,highway,102,1,1,1,1,0,0,68
1445,1G1FX6S08H4000001,distracted,3.3,32.43,residential,107,0,0,0,0,0,0,18
2031,1G1RB6E41FU000002,aggressive,2.56,46.61,main road,84,1,1,1,0,0,0,56
1576,1G1FX6S08H4000007,distracted,3.37,28.14,residential,135,0,0,0,0,0,0,23
161,1G1FX6S08H4000023,quality,7.32,95.56,highway,183,1,1,1,0,0,0,63
2586,1G1RB6E41FU000023,aggressive,2.24,49.22,main road,86,1,1,1,1,0,0,60
920,1G1FX6S08H4000048,quality,5.49,61.12,main road,175,0,0,0,0,0,0,48
137,1G1FX6S08H4000022,quality,3.75,31.03,residential,132,1,0,0,0,0,0,25
1659,1G1FX6S08H4000010,distracted,3.4,31.31,residential,108,0,0,0,0,0,0,20
2591,1G1RB6E41FU000023,aggressive,2.15,43.36,main road,83,1,1,1,0,0,0,58
370,1G1FX6S08H4000030,quality,6.01,60.05,main road,161,0,0,0,0,0,0,50
573,1G1FX6S08H4000036,quality,6.08,61.85,main road,177,0,0,0,0,0,0,47
584,1G1FX6S08H4000037,quality,4.04,30.4,residential,162,0,0,0,0,0,0,25
178,1G1FX6S08H4000023,quality,7.06,86.84,highway,190,1,1,1,0,0,0,63
2675,1G1RB6E41FU000026,aggressive,2.42,45.11,main road,103,1,1,1,1,0,0,52
1726,1G1FX6S08H4000012,distracted,4.65,50.71,main road,113,1,1,1,0,0,0,40
158,1G1FX6S08H4000022,quality,4.06,29.41,residential,182,1,0,0,0,0,0,24
827,1G1FX6S08H4000045,quality,6.14,62.44,main road,157,0,0,0,0,0,0,48
2194,1G1RB6E41FU000008,aggressive,1.8,42.54,main road,113,1,1,1,0,0,0,55
680,1G1FX6S08H4000040,quality,4.13,29.49,residential,165,0,0,0,0,0,0,29
2136,1G1RB6E41FU000006,aggressive,3.2,20.55,residential,122,1,1,1,0,0,0,37
1605,1G1FX6S08H4000008,distracted,5.11,70.71,highway,111,1,1,1,1,0,0,56
530,1G1FX6S08H4000035,quality,7.75,90.35,highway,190,1,1,1,0,0,0,60
2396,1G1RB6E41FU000016,aggressive,6.39,60.41,highway,81,1,1,1,1,0,0,72
1048,1G1RB6E41FU000036,distracted,3.27,29.61,residential,127,1,0,0,0,0,1,20
2818,1G1RB6E41FU000032,aggressive,1.58,46.48,main road,116,1,1,0,0,0,0,55
2055,1G1RB6E41FU000003,aggressive,1.56,19.72,residential,85,0,0,0,0,0,0,33
628,1G1FX6S08H4000038,quality,7.84,91.98,highway,197,1,1,1,0,0,0,63
754,1G1FX6S08H4000042,quality,5.98,61.97,main road,175,0,0,0,0,0,0,45
95,1G1FX6S08H4000020,quality,8.48,90.85,highway,193,1,1,1,0,0,0,60
2398,1G1RB6E41FU000016,aggressive,2.46,57.09,highway,119,1,1,1,1,0,0,71
589,1G1FX6S08H4000037,quality,3.78,32.7,residential,188,1,1,0,0,0,0,23
1439,1G1FX6S08H4000001,distracted,3.58,31.23,residential,166,1,1,0,0,0,0,23
883,1G1FX6S08H4000047,quality,7.3,87.72,highway,160,1,1,1,0,0,0,61
2160,1G1RB6E41FU000007,aggressive,5.04,62.47,highway,134,1,1,1,1,0,0,74
786,1G1FX6S08H4000043,quality,3.97,34.57,residential,139,1,0,0,0,0,0,24
1304,1G1RB6E41FU000045,distracted,3.2,26.33,residential,119,0,0,0,0,0,1,23
1022,1G1RB6E41FU000035,distracted,4.7,60.36,main road,165,1,0,0,0,0,1,40
2271,1G1RB6E41FU000011,aggressive,2.12,42.97,main road,102,1,1,1,0,0,0,57
1798,1G1FX6S08H4000015,distracted,4.35,46.28,main road,136,1,1,1,0,0,0,41
1646,1G1FX6S08H4000009,distracted,3.13,47.2,main road,124,1,0,0,0,0,0,38
1995,1G1FX6S08H4000017,distracted,5.26,76.97,highway,131,1,1,1,1,0,1,57
1889,1G1RB6E41FU000043,distracted,5.71,75.69,highway,139,1,1,1,1,0,1,58
1357,1G1RB6E41FU000048,distracted,3.22,29.65,residential,105,0,0,0,0,0,0,20
14,1G1FX6S08H4000018,quality,6.34,64.78,main road,196,0,0,0,0,0,0,48
1749,1G1FX6S08H4000013,distracted,3.61,30.68,residential,148,0,0,0,0,0,0,26
1952,1G1FX6S08H4000005,distracted,5.5,80.17,highway,121,1,1,1,1,0,1,58
1839,1G1FX6S08H4000017,distracted,5.56,80.47,highway,149,1,1,1,0,0,0,57
2769,1G1RB6E41FU000030,aggressive,3.13,21.11,residential,64,1,0,0,0,0,0,33
590,1G1FX6S08H4000037,quality,4.1,27.11,residential,191,1,1,0,0,0,0,30
411,1G1FX6S08H4000031,quality,3.93,29.81,residential,182,0,0,0,0,0,0,25
951,1G1FX6S08H4000049,quality,4.25,30,residential,191,1,0,0,0,0,0,26
441,1G1FX6S08H4000032,quality,7.29,88.45,highway,188,1,1,1,0,0,0,59
2805,1G1RB6E41FU000031,aggressive,5.02,59.37,highway,59,1,1,1,1,0,0,72
354,1G1FX6S08H4000029,quality,8.36,86.9,highway,153,1,1,1,0,0,0,61
473,1G1FX6S08H4000033,quality,5.62,66.95,main road,144,0,0,0,0,0,0,47
1938,1G1FX6S08H4000002,distracted,5.67,79.84,highway,81,1,1,1,1,0,1,59
109,1G1FX6S08H4000021,quality,4.87,58.97,main road,198,1,0,0,0,0,0,47
2571,1G1RB6E41FU000022,aggressive,6.67,61.48,highway,85,1,1,1,1,0,0,71
2635,1G1RB6E41FU000025,aggressive,4.98,60.51,highway,67,1,1,1,1,0,0,72
2118,1G1RB6E41FU000005,aggressive,1.09,49.35,main road,92,1,1,1,1,0,0,50
556,1G1FX6S08H4000036,quality,5.92,60.35,main road,147,0,0,0,0,0,0,44
2922,1G1RB6E41FU000010,aggressive,4.51,61.1,highway,97,1,1,1,1,1,1,72
2615,1G1RB6E41FU000024,aggressive,1.66,18.85,residential,136,0,0,0,0,0,0,33
1460,1G1FX6S08H4000002,distracted,5.43,73.95,highway,98,1,1,1,0,0,0,61
318,1G1FX6S08H4000028,quality,4.37,25.24,residential,194,1,0,0,0,0,0,25
36,1G1FX6S08H4000018,quality,6.31,56.46,main road,169,0,0,0,0,0,0,43
2626,1G1RB6E41FU000024,aggressive,1.74,21.43,residential,97,0,0,0,0,0,0,35
2381,1G1RB6E41FU000015,aggressive,2.22,23.11,residential,128,1,0,0,0,0,0,36
1092,1G1RB6E41FU000037,distracted,5.14,82.76,highway,109,1,1,1,1,0,1,51
2712,1G1RB6E41FU000027,aggressive,2.3,17.58,residential,102,1,1,1,0,0,0,36
2560,1G1RB6E41FU000022,aggressive,4.13,57.43,highway,81,1,1,1,1,0,0,73
1236,1G1RB6E41FU000043,distracted,5.78,77.6,highway,170,1,1,1,1,0,1,58
2092,1G1RB6E41FU000004,aggressive,5.18,60,highway,93,1,1,1,1,0,0,74
1888,1G1RB6E41FU000043,distracted,5.42,81.43,highway,122,1,1,1,1,1,1,57
2929,1G1RB6E41FU000011,aggressive,2.35,42.29,main road,90,1,1,1,1,1,1,53
311,1G1FX6S08H4000028,quality,3.87,29.91,residential,218,1,1,1,0,0,0,26
2644,1G1RB6E41FU000025,aggressive,5.42,56.55,highway,87,1,1,1,1,0,0,70
512,1G1FX6S08H4000034,quality,3.86,29.13,residential,155,0,0,0,0,0,0,26
1571,1G1FX6S08H4000006,distracted,4.37,53.48,main road,147,1,0,0,0,0,0,43
2997,1G1RB6E41FU000031,aggressive,3.78,63.97,highway,107,1,1,1,1,1,1,73
1061,1G1RB6E41FU000036,distracted,2.89,27.06,residential,116,1,1,1,0,0,1,21
928,1G1FX6S08H4000048,quality,5.83,55.13,main road,193,0,0,0,0,0,0,47
2716,1G1RB6E41FU000028,aggressive,3.7,60.73,highway,82,1,1,1,0,0,0,69
2428,1G1RB6E41FU000017,aggressive,2.43,41.95,main road,78,1,1,1,1,0,0,53
186,1G1FX6S08H4000023,quality,7.82,84.37,highway,174,1,1,1,0,0,0,61
784,1G1FX6S08H4000043,quality,4.06,33.38,residential,175,0,0,0,0,0,0,31
1087,1G1RB6E41FU000037,distracted,5,79.64,highway,170,1,1,1,1,0,1,59
2775,1G1RB6E41FU000030,aggressive,2.27,21.1,residential,86,1,1,0,0,0,0,29
732,1G1FX6S08H4000042,quality,6.03,58.1,main road,179,0,0,0,0,0,0,46
1335,1G1RB6E41FU000047,distracted,3.26,57.94,main road,137,1,1,1,0,0,1,38
2332,1G1RB6E41FU000013,aggressive,6.25,56.48,highway,116,1,1,1,1,0,0,68
971,1G1FX6S08H4000050,quality,7.49,96.15,highway,185,1,1,1,0,0,0,65
2431,1G1RB6E41FU000017,aggressive,2.94,45.57,main road,90,1,1,1,0,0,0,57
2089,1G1RB6E41FU000004,aggressive,5.32,59.87,highway,93,1,1,1,1,0,0,75
2394,1G1RB6E41FU000016,aggressive,4.09,60.47,highway,132,1,1,1,1,0,0,71
2041,1G1RB6E41FU000002,aggressive,3.13,44.09,main road,102,1,1,1,0,0,0,52
900,1G1FX6S08H4000047,quality,8.11,89.76,highway,185,1,1,1,0,0,0,57
2719,1G1RB6E41FU000028,aggressive,4.19,58.01,highway,114,1,1,1,1,0,0,65
2261,1G1RB6E41FU000011,aggressive,2.62,44.9,main road,92,1,1,1,0,0,0,52
2811,1G1RB6E41FU000031,aggressive,4.62,58.1,highway,92,1,1,1,0,0,0,74
2135,1G1RB6E41FU000006,aggressive,1.46,17.07,residential,112,1,0,0,0,0,0,37
1441,1G1FX6S08H4000001,distracted,3.38,30.39,residential,149,0,0,0,0,0,0,22
295,1G1FX6S08H4000027,quality,5.12,58.37,main road,161,0,0,0,0,0,0,45
185,1G1FX6S08H4000023,quality,7.58,89.83,highway,190,1,1,1,0,0,0,62
2711,1G1RB6E41FU000027,aggressive,2.43,18.24,residential,48,1,0,0,0,0,0,37
1821,1G1FX6S08H4000016,distracted,3.48,28.17,residential,146,0,0,0,0,0,0,22
2482,1G1RB6E41FU000019,aggressive,5.86,58.29,highway,73,1,1,1,1,0,0,71
2427,1G1RB6E41FU000017,aggressive,2.54,41.85,main road,75,1,1,1,0,0,0,58
1105,1G1RB6E41FU000038,distracted,4.67,65.15,main road,140,1,0,0,0,0,1,43
2618,1G1RB6E41FU000024,aggressive,2.43,18.3,residential,96,1,1,0,0,0,0,37
1732,1G1FX6S08H4000013,distracted,3.14,36.14,residential,132,1,1,1,0,0,0,22
2447,1G1RB6E41FU000018,aggressive,2.19,15.78,residential,95,1,0,0,0,0,0,37
1465,1G1FX6S08H4000002,distracted,5.58,84.04,highway,108,1,1,1,1,0,0,57
1034,1G1RB6E41FU000035,distracted,3.88,55.41,main road,119,1,1,1,0,0,1,41
2593,1G1RB6E41FU000023,aggressive,1.89,48.83,main road,74,1,1,1,0,0,0,56
348,1G1FX6S08H4000029,quality,7.76,90.51,highway,131,1,1,1,0,0,0,61
936,1G1FX6S08H4000049,quality,4.26,27.91,residential,174,1,0,0,0,0,0,21
1784,1G1FX6S08H4000015,distracted,4.62,56.77,main road,127,1,0,0,0,0,0,40
995,1G1FX6S08H4000029,quality,7.77,90.01,highway,167,1,1,1,1,0,1,61
2889,1G1RB6E41FU000001,aggressive,6.18,58.7,highway,106,1,1,1,1,1,1,73
234,1G1FX6S08H4000025,quality,4.17,25.42,residential,168,0,0,0,0,0,0,27
393,1G1FX6S08H4000030,quality,5.32,65.83,main road,196,0,0,0,0,0,0,47
776,1G1FX6S08H4000043,quality,4.16,28.48,residential,188,1,0,0,0,0,0,31
1581,1G1FX6S08H4000007,distracted,3.78,33.57,residential,199,0,0,0,0,0,0,20
1996,1G1FX6S08H4000017,distracted,5.33,78.13,highway,124,1,1,1,1,1,1,57
611,1G1FX6S08H4000038,quality,7.74,93.86,highway,132,1,1,1,0,0,0,61
802,1G1FX6S08H4000044,quality,7.12,86.5,highway,153,1,1,1,0,0,0,64
2444,1G1RB6E41FU000017,aggressive,2.68,41.83,main road,101,1,1,1,0,0,0,55
2513,1G1RB6E41FU000020,aggressive,2.61,52.83,main road,127,0,0,0,0,0,0,55
2104,1G1RB6E41FU000005,aggressive,2.34,49.23,main road,39,1,1,1,0,0,0,53
507,1G1FX6S08H4000034,quality,4.08,33.3,residential,208,0,0,0,0,0,0,28
1934,1G1FX6S08H4000002,distracted,5.12,79.59,highway,160,1,1,1,1,0,1,63
603,1G1FX6S08H4000037,quality,3.8,28.36,residential,193,0,0,0,0,0,0,27
2333,1G1RB6E41FU000013,aggressive,6.2,63.11,highway,103,1,1,1,1,0,0,75
85,1G1FX6S08H4000020,quality,7.78,84.63,highway,232,1,1,1,0,0,0,62
2401,1G1RB6E41FU000016,aggressive,4.87,57.62,highway,106,1,1,1,1,0,0,74
1857,1G1RB6E41FU000037,distracted,5.61,81.58,highway,146,1,1,1,1,0,1,54
2412,1G1RB6E41FU000016,aggressive,4.9,61.86,highway,87,1,1,1,1,0,0,72
568,1G1FX6S08H4000036,quality,6.15,60.93,main road,192,0,0,0,0,0,0,45
1473,1G1FX6S08H4000003,distracted,3.82,65.15,main road,116,1,1,0,0,0,0,38
150,1G1FX6S08H4000022,quality,4.08,31.06,residential,171,1,0,0,0,0,0,29
232,1G1FX6S08H4000025,quality,3.84,33.19,residential,192,0,0,0,0,0,0,25
1763,1G1FX6S08H4000014,distracted,5.49,76.98,highway,140,1,1,1,1,0,0,60
1561,1G1FX6S08H4000006,distracted,3.85,53.74,main road,111,1,1,1,0,0,0,40
196,1G1FX6S08H4000024,quality,6.24,55.61,main road,199,0,0,0,0,0,0,48
1953,1G1FX6S08H4000005,distracted,5.48,78.16,highway,177,1,1,1,1,0,1,54
1786,1G1FX6S08H4000015,distracted,3.85,55.62,main road,95,1,1,0,0,0,0,41
737,1G1FX6S08H4000042,quality,5.56,60.62,main road,156,0,0,0,0,0,0,47
246,1G1FX6S08H4000025,quality,3.99,30.27,residential,189,1,1,0,0,0,0,24
2881,1G1RB6E41FU000034,aggressive,4.95,54.49,highway,67,1,1,1,1,0,0,70
1922,1G1RB6E41FU000049,distracted,5.86,73.09,highway,141,1,1,1,1,0,1,55
173,1G1FX6S08H4000023,quality,7.88,93.74,highway,194,1,1,1,0,0,0,62
2737,1G1RB6E41FU000029,aggressive,2.66,47.56,main road,119,1,1,1,0,0,0,54
2302,1G1RB6E41FU000012,aggressive,1.8,21.12,residential,76,0,0,0,0,0,0,34
1691,1G1FX6S08H4000011,distracted,5.33,82.1,highway,132,1,1,1,0,0,0,56
1267,1G1RB6E41FU000044,distracted,3.26,52.16,main road,127,1,1,1,0,0,1,42
1855,1G1RB6E41FU000037,distracted,5.11,79.17,highway,123,1,1,1,1,0,1,59
863,1G1FX6S08H4000046,quality,3.89,29.44,residential,157,1,1,0,0,0,0,22
714,1G1FX6S08H4000041,quality,7.3,91.38,highway,179,1,1,1,0,0,0,61
1054,1G1RB6E41FU000036,distracted,3.46,24.4,residential,116,1,1,0,0,0,1,19
2239,1G1RB6E41FU000010,aggressive,3.28,63.11,highway,85,1,1,1,1,0,0,74
2940,1G1RB6E41FU000015,aggressive,2.57,23.64,residential,118,1,1,1,1,1,1,38
726,1G1FX6S08H4000041,quality,8.31,91.29,highway,190,1,1,1,0,0,0,62
520,1G1FX6S08H4000035,quality,7.5,91.92,highway,196,1,1,1,0,0,0,61
2310,1G1RB6E41FU000012,aggressive,1.04,23.88,residential,91,1,1,1,0,0,0,34
1614,1G1FX6S08H4000008,distracted,5.58,76.13,highway,94,1,1,1,0,0,0,61
2517,1G1RB6E41FU000020,aggressive,1.73,45.78,main road,98,1,1,1,0,0,0,56
1437,1G1FX6S08H4000001,distracted,3.25,29.34,residential,147,0,0,0,0,0,0,23
1159,1G1RB6E41FU000040,distracted,5.58,80.26,highway,162,1,1,1,1,0,1,60
1138,1G1RB6E41FU000039,distracted,3.14,22.65,residential,122,0,0,0,0,0,1,25
2090,1G1RB6E41FU000004,aggressive,4.06,63.2,highway,94,1,1,1,1,0,0,72
1364,1G1RB6E41FU000048,distracted,3.27,31.25,residential,131,1,0,0,0,0,0,21
1805,1G1FX6S08H4000015,distracted,4.48,50.52,main road,120,1,1,0,0,0,0,41
2788,1G1RB6E41FU000030,aggressive,3.83,23.65,residential,75,1,1,1,0,0,0,32
2536,1G1RB6E41FU000021,aggressive,1.52,18.88,residential,113,1,1,1,0,0,0,38
1088,1G1RB6E41FU000037,distracted,5.38,78.42,highway,161,1,1,1,1,0,1,57
470,1G1FX6S08H4000033,quality,6.28,59.8,main road,205,0,0,0,0,0,0,45
2524,1G1RB6E41FU000021,aggressive,2.48,20.71,residential,123,0,0,0,0,0,0,32
740,1G1FX6S08H4000042,quality,6.07,57.26,main road,163,0,0,0,0,0,0,48
1147,1G1RB6E41FU000039,distracted,3.35,25.54,residential,116,1,0,0,0,0,1,22
2549,1G1RB6E41FU000021,aggressive,2.06,23.29,residential,114,1,1,1,1,0,0,34
2316,1G1RB6E41FU000013,aggressive,3.89,61.44,highway,145,1,1,1,1,0,0,72
422,1G1FX6S08H4000031,quality,4.28,32.19,residential,137,1,1,0,0,0,0,27
7,1G1FX6S08H4000017,quality,7.58,87.62,highway,205,1,1,1,0,0,0,60
509,1G1FX6S08H4000034,quality,4.04,26.93,residential,162,1,0,0,0,0,0,28
629,1G1FX6S08H4000038,quality,8.56,86.29,highway,181,1,1,1,0,0,0,62
2724,1G1RB6E41FU000028,aggressive,5.83,64.82,highway,114,1,1,1,1,0,0,72
614,1G1FX6S08H4000038,quality,6.98,91.9,highway,164,1,1,1,0,0,0,62
1412,1G1RB6E41FU000050,distracted,3.74,55.11,main road,105,1,1,1,0,0,0,43
1141,1G1RB6E41FU000039,distracted,3.51,29.09,residential,117,0,0,0,0,0,1,24
156,1G1FX6S08H4000022,quality,3.89,33.77,residential,175,0,0,0,0,0,0,28
1289,1G1RB6E41FU000045,distracted,3.54,36.56,residential,135,1,1,1,0,0,1,24
1569,1G1FX6S08H4000006,distracted,3.45,53.66,main road,128,1,1,1,0,0,0,40
2071,1G1RB6E41FU000003,aggressive,1.81,21.21,residential,94,1,1,1,0,0,0,38
1809,1G1FX6S08H4000016,distracted,3.33,35.36,residential,130,1,0,0,0,0,0,23
2883,1G1RB6E41FU000001,aggressive,4.55,60.75,highway,70,1,1,1,1,1,1,68
488,1G1FX6S08H4000033,quality,5.9,53.79,main road,186,0,0,0,0,0,0,45
2708,1G1RB6E41FU000027,aggressive,1.26,21.81,residential,99,1,0,0,0,0,0,35
2572,1G1RB6E41FU000022,aggressive,5.62,59.3,highway,90,1,1,1,1,0,0,74
205,1G1FX6S08H4000024,quality,6.42,59.48,main road,213,0,0,0,0,0,0,52
1416,1G1RB6E41FU000050,distracted,4.24,57.25,main road,137,1,0,0,0,0,0,37
1382,1G1RB6E41FU000049,distracted,5.42,83.57,highway,109,1,1,1,0,0,0,53
2406,1G1RB6E41FU000016,aggressive,5.5,59.39,highway,54,1,1,1,1,0,0,74
1288,1G1RB6E41FU000045,distracted,3.08,20.52,residential,160,1,0,0,0,0,1,24
2181,1G1RB6E41FU000008,aggressive,2.15,46.06,main road,76,1,1,0,0,0,0,53
253,1G1FX6S08H4000026,quality,8.04,92.04,highway,215,1,1,1,0,0,0,59
736,1G1FX6S08H4000042,quality,5.42,60.74,main road,133,1,0,0,0,0,0,53
1430,1G1FX6S08H4000001,distracted,3.1,36.03,residential,165,0,0,0,0,0,0,19
1946,1G1FX6S08H4000005,distracted,5.34,73.53,highway,100,1,1,1,1,0,1,52
2046,1G1RB6E41FU000002,aggressive,1.49,42.56,main road,94,1,1,1,0,0,0,56
1260,1G1RB6E41FU000044,distracted,5.14,56.29,main road,139,1,1,1,0,0,1,41
442,1G1FX6S08H4000032,quality,7.41,92,highway,159,1,1,1,0,0,0,64
887,1G1FX6S08H4000047,quality,7.38,92.69,highway,147,1,1,1,0,0,0,62
1293,1G1RB6E41FU000045,distracted,3.09,27.77,residential,136,1,1,1,0,0,1,22
8,1G1FX6S08H4000017,quality,7.76,87.34,highway,173,1,1,1,0,0,0,59
1085,1G1RB6E41FU000037,distracted,5.02,76.94,highway,110,1,1,1,1,0,1,55
731,1G1FX6S08H4000042,quality,5.64,65.04,main road,211,0,0,0,0,0,0,49
1788,1G1FX6S08H4000015,distracted,3.77,56.36,main road,140,1,0,0,0,0,0,39
1221,1G1RB6E41FU000042,distracted,3.58,33.02,residential,123,1,0,0,0,0,1,27
1039,1G1RB6E41FU000035,distracted,3.74,52.18,main road,133,1,1,1,0,0,1,42
2610,1G1RB6E41FU000024,aggressive,1.98,14.13,residential,85,1,0,0,0,0,0,33
949,1G1FX6S08H4000049,quality,4.17,30.54,residential,190,1,1,0,0,0,0,25
299,1G1FX6S08H4000027,quality,6.3,54.49,main road,174,0,0,0,0,0,0,45
2419,1G1RB6E41FU000017,aggressive,2.5,50.83,main road,77,1,1,1,1,0,0,62
662,1G1FX6S08H4000039,quality,5.96,59.43,main road,197,0,0,0,0,0,0,46
2141,1G1RB6E41FU000006,aggressive,1.98,19.85,residential,65,1,0,0,0,0,0,36
123,1G1FX6S08H4000021,quality,6.16,58,main road,178,0,0,0,0,0,0,47
1915,1G1RB6E41FU000049,distracted,5.06,71.27,highway,120,1,1,1,1,0,1,62
2871,1G1RB6E41FU000033,aggressive,2.74,14.19,residential,85,0,0,0,0,0,0,32
2753,1G1RB6E41FU000029,aggressive,2.09,47.1,main road,101,1,1,1,1,0,0,49
2636,1G1RB6E41FU000025,aggressive,4.02,62.48,highway,97,1,1,1,1,0,0,78
1119,1G1RB6E41FU000038,distracted,4.42,58.39,main road,142,1,0,0,0,0,1,41
536,1G1FX6S08H4000035,quality,7.13,88.5,highway,158,1,1,1,0,0,0,59
842,1G1FX6S08H4000045,quality,6.1,57.97,main road,180,0,0,0,0,0,0,49
312,1G1FX6S08H4000028,quality,4.1,30.49,residential,173,1,1,1,0,0,0,26
1305,1G1RB6E41FU000045,distracted,3.25,35.44,residential,176,1,0,0,0,0,1,23
1545,1G1FX6S08H4000006,distracted,3.94,50.88,main road,143,1,1,0,0,0,0,35
2015,1G1RB6E41FU000001,aggressive,5.11,63.01,highway,107,1,1,1,1,0,0,70
996,1G1FX6S08H4000035,quality,8,89.46,highway,156,1,1,1,1,0,1,62
