"type","brake_time_sec","brake_distance_ft","road_type","braking_score","brake_pressure20pct","brake_pressure40pct","brake_pressure60pct","brake_pressure80pct","brake_pressure100pct","abs_event","travel_speed"
"distracted",5.43,73.95,"highway",98,1,1,1,0,0,0,61
"quality",4.37,25.24,"residential",194,1,0,0,0,0,0,25
"quality",6.31,56.46,"main road",169,0,0,0,0,0,0,43
"aggressive",1.74,21.43,"residential",97,0,0,0,0,0,0,35
"aggressive",2.22,23.11,"residential",128,1,0,0,0,0,0,36
"distracted",5.14,82.76,"highway",109,1,1,1,1,0,1,51
"aggressive",2.3,17.58,"residential",102,1,1,1,0,0,0,36
"aggressive",4.13,57.43,"highway",81,1,1,1,1,0,0,73
"distracted",5.78,77.6,"highway",170,1,1,1,1,0,1,58
"aggressive",5.18,60,"highway",93,1,1,1,1,0,0,74
"distracted",5.42,81.43,"highway",122,1,1,1,1,1,1,57
"aggressive",2.35,42.29,"main road",90,1,1,1,1,1,1,53
"quality",3.87,29.91,"residential",218,1,1,1,0,0,0,26
"aggressive",5.42,56.55,"highway",87,1,1,1,1,0,0,70
"quality",3.86,29.13,"residential",155,0,0,0,0,0,0,26
"distracted",4.37,53.48,"main road",147,1,0,0,0,0,0,43
"aggressive",3.78,63.97,"highway",107,1,1,1,1,1,1,73
"distracted",2.89,27.06,"residential",116,1,1,1,0,0,1,21
"quality",5.83,55.13,"main road",193,0,0,0,0,0,0,47
"aggressive",3.7,60.73,"highway",82,1,1,1,0,0,0,69
"aggressive",2.43,41.95,"main road",78,1,1,1,1,0,0,53
"quality",7.82,84.37,"highway",174,1,1,1,0,0,0,61
"quality",4.06,33.38,"residential",175,0,0,0,0,0,0,31
"distracted",5,79.64,"highway",170,1,1,1,1,0,1,59
"aggressive",2.27,21.1,"residential",86,1,1,0,0,0,0,29
"quality",6.03,58.1,"main road",179,0,0,0,0,0,0,46
"distracted",3.26,57.94,"main road",137,1,1,1,0,0,1,38
"aggressive",6.25,56.48,"highway",116,1,1,1,1,0,0,68
"quality",7.49,96.15,"highway",185,1,1,1,0,0,0,65
"aggressive",2.94,45.57,"main road",90,1,1,1,0,0,0,57
"aggressive",5.32,59.87,"highway",93,1,1,1,1,0,0,75
"aggressive",4.09,60.47,"highway",132,1,1,1,1,0,0,71
"aggressive",3.13,44.09,"main road",102,1,1,1,0,0,0,52
"quality",8.11,89.76,"highway",185,1,1,1,0,0,0,57
"aggressive",4.19,58.01,"highway",114,1,1,1,1,0,0,65
"aggressive",2.62,44.9,"main road",92,1,1,1,0,0,0,52
"aggressive",4.62,58.1,"highway",92,1,1,1,0,0,0,74
"aggressive",1.46,17.07,"residential",112,1,0,0,0,0,0,37
"distracted",3.38,30.39,"residential",149,0,0,0,0,0,0,22
"quality",5.12,58.37,"main road",161,0,0,0,0,0,0,45
"quality",7.58,89.83,"highway",190,1,1,1,0,0,0,62
"aggressive",2.43,18.24,"residential",48,1,0,0,0,0,0,37
"distracted",3.48,28.17,"residential",146,0,0,0,0,0,0,22
"aggressive",5.86,58.29,"highway",73,1,1,1,1,0,0,71
"aggressive",2.54,41.85,"main road",75,1,1,1,0,0,0,58
"distracted",4.67,65.15,"main road",140,1,0,0,0,0,1,43
"aggressive",2.43,18.3,"residential",96,1,1,0,0,0,0,37
"distracted",3.14,36.14,"residential",132,1,1,1,0,0,0,22
"aggressive",2.19,15.78,"residential",95,1,0,0,0,0,0,37
"distracted",5.58,84.04,"highway",108,1,1,1,1,0,0,57
"distracted",3.88,55.41,"main road",119,1,1,1,0,0,1,41
"aggressive",1.89,48.83,"main road",74,1,1,1,0,0,0,56
"quality",7.76,90.51,"highway",131,1,1,1,0,0,0,61
"quality",4.26,27.91,"residential",174,1,0,0,0,0,0,21
"distracted",4.62,56.77,"main road",127,1,0,0,0,0,0,40
"quality",7.77,90.01,"highway",167,1,1,1,1,0,1,61
"aggressive",6.18,58.7,"highway",106,1,1,1,1,1,1,73
"quality",4.17,25.42,"residential",168,0,0,0,0,0,0,27
"quality",5.32,65.83,"main road",196,0,0,0,0,0,0,47
"quality",4.16,28.48,"residential",188,1,0,0,0,0,0,31
"distracted",3.78,33.57,"residential",199,0,0,0,0,0,0,20
"distracted",5.33,78.13,"highway",124,1,1,1,1,1,1,57
"quality",7.74,93.86,"highway",132,1,1,1,0,0,0,61
"quality",7.12,86.5,"highway",153,1,1,1,0,0,0,64
"aggressive",2.68,41.83,"main road",101,1,1,1,0,0,0,55
"aggressive",2.61,52.83,"main road",127,0,0,0,0,0,0,55
"aggressive",2.34,49.23,"main road",39,1,1,1,0,0,0,53
"quality",4.08,33.3,"residential",208,0,0,0,0,0,0,28
"distracted",5.12,79.59,"highway",160,1,1,1,1,0,1,63
"quality",3.8,28.36,"residential",193,0,0,0,0,0,0,27
"aggressive",6.2,63.11,"highway",103,1,1,1,1,0,0,75
"quality",7.78,84.63,"highway",232,1,1,1,0,0,0,62
"aggressive",4.87,57.62,"highway",106,1,1,1,1,0,0,74
"distracted",5.61,81.58,"highway",146,1,1,1,1,0,1,54
"aggressive",4.9,61.86,"highway",87,1,1,1,1,0,0,72
"quality",6.15,60.93,"main road",192,0,0,0,0,0,0,45
"distracted",3.82,65.15,"main road",116,1,1,0,0,0,0,38
"quality",4.08,31.06,"residential",171,1,0,0,0,0,0,29
"quality",3.84,33.19,"residential",192,0,0,0,0,0,0,25
"distracted",5.49,76.98,"highway",140,1,1,1,1,0,0,60
"distracted",3.85,53.74,"main road",111,1,1,1,0,0,0,40
"quality",6.24,55.61,"main road",199,0,0,0,0,0,0,48
"distracted",5.48,78.16,"highway",177,1,1,1,1,0,1,54
"distracted",3.85,55.62,"main road",95,1,1,0,0,0,0,41
"quality",5.56,60.62,"main road",156,0,0,0,0,0,0,47
"quality",3.99,30.27,"residential",189,1,1,0,0,0,0,24
"aggressive",4.95,54.49,"highway",67,1,1,1,1,0,0,70
"distracted",5.86,73.09,"highway",141,1,1,1,1,0,1,55
"quality",7.88,93.74,"highway",194,1,1,1,0,0,0,62
"aggressive",2.66,47.56,"main road",119,1,1,1,0,0,0,54
"aggressive",1.8,21.12,"residential",76,0,0,0,0,0,0,34
"distracted",5.33,82.1,"highway",132,1,1,1,0,0,0,56
"distracted",3.26,52.16,"main road",127,1,1,1,0,0,1,42
"distracted",5.11,79.17,"highway",123,1,1,1,1,0,1,59
"quality",3.89,29.44,"residential",157,1,1,0,0,0,0,22
"quality",7.3,91.38,"highway",179,1,1,1,0,0,0,61
"distracted",3.46,24.4,"residential",116,1,1,0,0,0,1,19
"aggressive",3.28,63.11,"highway",85,1,1,1,1,0,0,74
"aggressive",2.57,23.64,"residential",118,1,1,1,1,1,1,38
"quality",8.31,91.29,"highway",190,1,1,1,0,0,0,62
"quality",7.5,91.92,"highway",196,1,1,1,0,0,0,61
"aggressive",1.04,23.88,"residential",91,1,1,1,0,0,0,34
"distracted",5.58,76.13,"highway",94,1,1,1,0,0,0,61
"aggressive",1.73,45.78,"main road",98,1,1,1,0,0,0,56
"distracted",3.25,29.34,"residential",147,0,0,0,0,0,0,23
"distracted",5.58,80.26,"highway",162,1,1,1,1,0,1,60
"distracted",3.14,22.65,"residential",122,0,0,0,0,0,1,25
"aggressive",4.06,63.2,"highway",94,1,1,1,1,0,0,72
"distracted",3.27,31.25,"residential",131,1,0,0,0,0,0,21
"distracted",4.48,50.52,"main road",120,1,1,0,0,0,0,41
"aggressive",3.83,23.65,"residential",75,1,1,1,0,0,0,32
"aggressive",1.52,18.88,"residential",113,1,1,1,0,0,0,38
"distracted",5.38,78.42,"highway",161,1,1,1,1,0,1,57
"quality",6.28,59.8,"main road",205,0,0,0,0,0,0,45
"aggressive",2.48,20.71,"residential",123,0,0,0,0,0,0,32
"quality",6.07,57.26,"main road",163,0,0,0,0,0,0,48
"distracted",3.35,25.54,"residential",116,1,0,0,0,0,1,22
"aggressive",2.06,23.29,"residential",114,1,1,1,1,0,0,34
"aggressive",3.89,61.44,"highway",145,1,1,1,1,0,0,72
"quality",4.28,32.19,"residential",137,1,1,0,0,0,0,27
"quality",7.58,87.62,"highway",205,1,1,1,0,0,0,60
"quality",4.04,26.93,"residential",162,1,0,0,0,0,0,28
"quality",8.56,86.29,"highway",181,1,1,1,0,0,0,62
"aggressive",5.83,64.82,"highway",114,1,1,1,1,0,0,72
"quality",6.98,91.9,"highway",164,1,1,1,0,0,0,62
"distracted",3.74,55.11,"main road",105,1,1,1,0,0,0,43
"distracted",3.51,29.09,"residential",117,0,0,0,0,0,1,24
"quality",3.89,33.77,"residential",175,0,0,0,0,0,0,28
"distracted",3.54,36.56,"residential",135,1,1,1,0,0,1,24
"distracted",3.45,53.66,"main road",128,1,1,1,0,0,0,40
"aggressive",1.81,21.21,"residential",94,1,1,1,0,0,0,38
"distracted",3.33,35.36,"residential",130,1,0,0,0,0,0,23
"aggressive",4.55,60.75,"highway",70,1,1,1,1,1,1,68
"quality",5.9,53.79,"main road",186,0,0,0,0,0,0,45
"aggressive",1.26,21.81,"residential",99,1,0,0,0,0,0,35
"aggressive",5.62,59.3,"highway",90,1,1,1,1,0,0,74
"quality",6.42,59.48,"main road",213,0,0,0,0,0,0,52
"distracted",4.24,57.25,"main road",137,1,0,0,0,0,0,37
"distracted",5.42,83.57,"highway",109,1,1,1,0,0,0,53
"aggressive",5.5,59.39,"highway",54,1,1,1,1,0,0,74
"distracted",3.08,20.52,"residential",160,1,0,0,0,0,1,24
"aggressive",2.15,46.06,"main road",76,1,1,0,0,0,0,53
"quality",8.04,92.04,"highway",215,1,1,1,0,0,0,59
"quality",5.42,60.74,"main road",133,1,0,0,0,0,0,53
"distracted",3.1,36.03,"residential",165,0,0,0,0,0,0,19
"distracted",5.34,73.53,"highway",100,1,1,1,1,0,1,52
"aggressive",1.49,42.56,"main road",94,1,1,1,0,0,0,56
"distracted",5.14,56.29,"main road",139,1,1,1,0,0,1,41
"quality",7.41,92,"highway",159,1,1,1,0,0,0,64
"quality",7.38,92.69,"highway",147,1,1,1,0,0,0,62
"distracted",3.09,27.77,"residential",136,1,1,1,0,0,1,22
"quality",7.76,87.34,"highway",173,1,1,1,0,0,0,59
"distracted",5.02,76.94,"highway",110,1,1,1,1,0,1,55
"quality",5.64,65.04,"main road",211,0,0,0,0,0,0,49
"distracted",3.77,56.36,"main road",140,1,0,0,0,0,0,39
"distracted",3.58,33.02,"residential",123,1,0,0,0,0,1,27
"distracted",3.74,52.18,"main road",133,1,1,1,0,0,1,42
"aggressive",1.98,14.13,"residential",85,1,0,0,0,0,0,33
"quality",4.17,30.54,"residential",190,1,1,0,0,0,0,25
"quality",6.3,54.49,"main road",174,0,0,0,0,0,0,45
"aggressive",2.5,50.83,"main road",77,1,1,1,1,0,0,62
"quality",5.96,59.43,"main road",197,0,0,0,0,0,0,46
"aggressive",1.98,19.85,"residential",65,1,0,0,0,0,0,36
"quality",6.16,58,"main road",178,0,0,0,0,0,0,47
"distracted",5.06,71.27,"highway",120,1,1,1,1,0,1,62
"aggressive",2.74,14.19,"residential",85,0,0,0,0,0,0,32
"aggressive",2.09,47.1,"main road",101,1,1,1,1,0,0,49
"aggressive",4.02,62.48,"highway",97,1,1,1,1,0,0,78
"distracted",4.42,58.39,"main road",142,1,0,0,0,0,1,41
"quality",7.13,88.5,"highway",158,1,1,1,0,0,0,59
"quality",6.1,57.97,"main road",180,0,0,0,0,0,0,49
"quality",4.1,30.49,"residential",173,1,1,1,0,0,0,26
"distracted",3.25,35.44,"residential",176,1,0,0,0,0,1,23
"distracted",3.94,50.88,"main road",143,1,1,0,0,0,0,35
"aggressive",5.11,63.01,"highway",107,1,1,1,1,0,0,70
"quality",8,89.46,"highway",156,1,1,1,1,0,1,62
"aggressive",3.52,47.37,"main road",112,1,1,1,0,0,0,58
"aggressive",2.55,43.95,"main road",72,1,1,0,0,0,0,51
"aggressive",1.64,21.06,"residential",76,1,0,0,0,0,0,34
"quality",4.22,31.76,"residential",182,1,0,0,0,0,0,27
"aggressive",4.29,59.09,"highway",117,1,1,1,0,0,0,72
"quality",3.63,33.98,"residential",179,0,0,0,0,0,0,26
"quality",5.11,61.26,"main road",121,0,0,0,0,0,0,46
"aggressive",5.49,59.8,"highway",110,1,1,1,0,0,0,71
"distracted",5.08,49.95,"main road",108,1,0,0,0,0,0,39
"quality",4.16,32.38,"residential",182,1,0,0,0,0,0,21
"aggressive",1.58,14.97,"residential",71,1,0,0,0,0,0,30
"aggressive",6.39,63.6,"highway",103,1,1,1,1,1,1,70
"quality",4.05,33.29,"residential",174,0,0,0,0,0,0,26
"distracted",5.12,80.31,"highway",102,1,1,1,1,0,1,55
"distracted",5.4,78.64,"highway",132,1,1,1,1,0,1,55
"distracted",5.65,84.57,"highway",140,1,1,1,1,0,1,59
"aggressive",1.11,22.48,"residential",137,1,1,1,0,0,0,32
"quality",8.01,92.8,"highway",155,1,1,1,0,0,0,64
"quality",6.12,61.23,"main road",174,0,0,0,0,0,0,47
"distracted",3.53,50.89,"main road",175,1,1,1,0,0,1,39
"distracted",4.15,63.98,"main road",160,0,0,0,0,0,0,40
"quality",3.85,34.05,"residential",166,1,1,1,0,0,0,27
"quality",6.26,58.72,"main road",186,1,0,0,0,0,0,47
"distracted",4.48,52.49,"main road",133,1,0,0,0,0,1,42
"aggressive",2.8,42.5,"main road",128,1,1,1,0,0,0,52
"distracted",4.62,49.8,"main road",152,1,1,0,0,0,0,41
"aggressive",1.95,22.7,"residential",97,1,1,1,0,0,0,32
"aggressive",3.28,42.03,"main road",109,1,1,1,1,0,0,51
"aggressive",5.35,57.76,"highway",75,1,1,1,1,1,1,72
"quality",5.81,61.26,"main road",146,0,0,0,0,0,0,47
"distracted",3.2,27.04,"residential",114,1,1,1,0,0,1,22
"aggressive",2.11,43.43,"main road",117,1,1,1,1,0,0,54
"aggressive",2.2,41.35,"main road",97,1,1,1,1,0,0,52
"aggressive",5.24,59.47,"highway",105,1,1,1,1,1,1,69
"aggressive",2.09,40.14,"main road",113,1,1,1,0,0,0,53
"aggressive",1.78,19.98,"residential",80,1,1,0,0,0,0,31
"quality",3.53,32.99,"residential",168,1,1,0,0,0,0,26
"quality",4.2,31.2,"residential",153,1,1,0,0,0,0,22
"distracted",4.09,50.88,"main road",141,1,1,0,0,0,0,37
"aggressive",3.86,64.73,"highway",117,1,1,1,0,0,0,69
"distracted",5.07,73.69,"highway",122,1,1,1,1,0,0,54
"distracted",4.2,50.73,"main road",114,1,0,0,0,0,1,40
"quality",3.94,30.74,"residential",174,1,0,0,0,0,0,25
"quality",8.12,90.11,"highway",185,1,1,1,0,0,0,62
"quality",5.02,62.25,"main road",162,0,0,0,0,0,0,46
"quality",5.61,62.14,"main road",198,0,0,0,0,0,0,45
"aggressive",3.31,44.89,"main road",124,1,1,1,1,0,0,55
"aggressive",4.37,62.81,"highway",94,1,1,1,1,0,0,75
"aggressive",2.49,50.96,"main road",116,1,1,1,1,0,0,56
"quality",7.69,92.02,"highway",178,1,1,1,0,0,0,61
"distracted",4.97,77.52,"highway",143,1,1,1,1,0,0,59
"quality",4.19,32.93,"residential",181,1,0,0,0,0,0,26
"aggressive",2.71,46.91,"main road",79,1,1,1,0,0,0,49
"aggressive",1.52,24.05,"residential",122,1,1,1,0,0,0,32
"quality",5.54,58.51,"main road",146,0,0,0,0,0,0,47
"aggressive",5.8,63.86,"highway",102,1,1,1,1,0,0,71
"quality",5.61,56.19,"main road",206,0,0,0,0,0,0,49
"distracted",3.07,51.18,"main road",179,1,0,0,0,0,1,42
"distracted",5.57,75.16,"highway",108,1,1,1,1,0,0,56
"aggressive",2.42,45.29,"main road",124,1,1,1,0,0,0,55
"aggressive",1.82,46.99,"main road",143,1,1,1,1,0,0,57
"aggressive",1.61,16.26,"residential",122,1,0,0,0,0,0,31
"quality",3.73,29.94,"residential",205,1,0,0,0,0,0,21
"distracted",3.08,28.08,"residential",117,1,1,0,0,0,1,23
"aggressive",1.81,19.28,"residential",98,1,0,0,0,0,0,31
"aggressive",4.96,62.02,"highway",55,1,1,1,1,0,0,75
"distracted",5.52,79.04,"highway",131,1,1,1,1,0,1,58
"aggressive",1.21,21.36,"residential",120,1,0,0,0,0,0,32
"distracted",3.8,53.68,"main road",137,1,1,1,0,0,0,36
"aggressive",3.06,41.23,"main road",84,1,1,1,0,0,0,59
"quality",5.98,55.64,"main road",165,0,0,0,0,0,0,46
"distracted",5.74,83.97,"highway",108,1,1,1,1,0,1,60
"quality",8.08,95.41,"highway",193,1,1,0,0,0,0,61
"distracted",3.86,53.72,"main road",122,1,1,0,0,0,0,41
"quality",7.97,89.57,"highway",188,1,1,1,0,0,0,61
"distracted",5.43,70.84,"highway",150,1,1,1,0,0,1,59
"aggressive",2.51,21.54,"residential",134,1,0,0,0,0,0,32
"aggressive",5.1,57.66,"highway",80,1,1,1,1,1,1,68
"quality",4.59,63.59,"main road",136,0,0,0,0,0,0,45
"distracted",5.68,77.9,"highway",96,1,1,1,1,0,0,61
"distracted",4.32,51.74,"main road",128,1,0,0,0,0,0,41
"aggressive",2.46,50.4,"main road",108,1,1,1,0,0,0,60
"distracted",3.94,49.22,"main road",144,1,1,0,0,0,0,39
"distracted",5.09,72.66,"highway",115,1,1,1,1,0,1,54
"quality",8.31,92.07,"highway",176,1,1,1,0,0,0,59
"quality",5.18,64.48,"main road",143,0,0,0,0,0,0,47
"aggressive",6.4,60.34,"highway",101,1,1,1,0,0,0,75
"aggressive",2.12,20.59,"residential",102,1,0,0,0,0,0,34
"quality",4.18,29.84,"residential",156,0,0,0,0,0,0,28
"quality",5.12,57.32,"main road",198,0,0,0,0,0,0,45
"aggressive",1.85,23.65,"residential",126,1,1,1,0,0,0,36
"distracted",3.73,61.42,"main road",100,1,1,0,0,0,1,43
"quality",7.29,86.32,"highway",187,1,1,1,0,0,0,64
"quality",6.77,57.06,"main road",175,0,0,0,0,0,0,48
"aggressive",4.72,57.47,"highway",111,1,1,1,0,0,0,69
"quality",7.99,84.82,"highway",148,1,1,1,0,0,0,60
"aggressive",3.09,43.92,"main road",66,1,1,1,0,0,0,51
"distracted",2.87,31.55,"residential",119,0,0,0,0,0,0,21
"aggressive",3,46.8,"main road",119,0,0,0,0,0,0,57
"aggressive",1.92,17.75,"residential",90,1,1,1,0,0,0,35
"aggressive",1.34,22.71,"residential",126,1,1,1,0,0,0,34
"quality",4.04,31.83,"residential",164,0,0,0,0,0,0,24
"distracted",3.09,55.69,"main road",154,1,0,0,0,0,0,39
"distracted",3.79,56.13,"main road",166,1,1,0,0,0,1,38
"quality",6.88,93.03,"highway",135,1,1,1,0,0,0,63
"distracted",3.2,31.07,"residential",139,0,0,0,0,0,0,19
"quality",3.81,27.96,"residential",223,1,1,1,0,0,0,27
"distracted",4.05,52.31,"main road",100,1,1,0,0,0,1,39
"quality",7.88,88.58,"highway",188,1,1,1,0,0,0,64
"quality",5.1,56.72,"main road",151,0,0,0,0,0,0,46
"quality",6.22,59.63,"main road",171,0,0,0,0,0,0,44
"quality",7.1,92.75,"highway",175,1,1,1,0,0,0,60
"aggressive",6.29,59.32,"highway",86,1,1,1,1,0,0,71
"quality",8.42,89.62,"highway",176,1,1,1,0,0,0,61
"aggressive",1.76,23.13,"residential",113,1,1,1,0,0,0,34
"aggressive",2.91,17.51,"residential",84,1,1,1,0,0,0,30
"quality",5.89,57.6,"main road",156,0,0,0,0,0,0,46
"distracted",4.13,54.27,"main road",139,1,1,1,0,0,0,41
"distracted",4.7,52.01,"main road",145,0,0,0,0,0,1,43
"quality",3.91,28.9,"residential",174,1,1,0,0,0,0,23
"quality",6.53,59.79,"main road",169,0,0,0,0,0,0,48
"aggressive",2.23,17.95,"residential",104,0,0,0,0,0,0,37
"aggressive",2.38,43.64,"main road",107,1,1,1,1,0,0,62
"distracted",5.23,77.3,"highway",102,1,1,1,1,0,0,59
"distracted",3.18,31.33,"residential",155,1,0,0,0,0,1,22
"distracted",3.69,54.93,"main road",117,1,1,1,0,0,0,36
"distracted",4.17,55.1,"main road",175,1,1,0,0,0,0,39
"distracted",3.29,28.46,"residential",131,1,0,0,0,0,1,20
"aggressive",1.22,22.35,"residential",83,1,0,0,0,0,0,35
"quality",7.64,88.67,"highway",136,1,1,1,0,0,0,62
"distracted",3.94,54.58,"main road",152,1,0,0,0,0,0,38
"distracted",3.41,34.86,"residential",149,1,0,0,0,0,0,20
"quality",4.97,60.48,"main road",155,1,0,0,0,0,0,48
"distracted",5.73,78.25,"highway",103,1,1,1,1,0,1,56
"distracted",5.28,70.8,"highway",126,1,1,1,1,0,1,56
"quality",3.84,30.69,"residential",199,1,1,0,0,0,0,25
"distracted",5.55,83.82,"highway",138,1,1,1,1,0,1,57
"quality",7.84,95.3,"highway",217,1,1,1,0,0,0,64
"aggressive",1.88,20.16,"residential",108,1,0,0,0,0,0,31
"quality",3.79,33.79,"residential",184,1,1,0,0,0,0,23
"aggressive",4.43,61.55,"highway",94,1,1,1,1,1,1,74
"aggressive",5,54.61,"highway",79,1,1,1,1,0,0,71
"aggressive",1.55,17.4,"residential",97,1,1,1,0,0,0,34
"distracted",4.46,50.79,"main road",120,1,1,0,0,0,0,39
"quality",8.47,88.75,"highway",166,1,1,1,0,0,0,62
"quality",6.95,59.5,"main road",170,0,0,0,0,0,0,47
"distracted",3.37,29.61,"residential",152,0,0,0,0,0,0,24
"aggressive",2.43,19.91,"residential",124,1,1,1,0,0,0,32
"distracted",4.25,47.3,"main road",169,1,1,1,0,0,1,44
"distracted",5.16,69.81,"highway",132,1,1,1,1,0,1,54
"quality",4.19,29.25,"residential",184,0,0,0,0,0,0,25
"quality",7.27,90.93,"highway",153,1,1,1,0,0,0,64
"quality",7.81,84.44,"highway",205,1,1,1,0,0,0,59
"quality",5.44,63.44,"main road",168,0,0,0,0,0,0,49
"quality",5.86,57.06,"main road",210,0,0,0,0,0,0,46
"aggressive",3.1,48.88,"main road",45,1,1,1,0,0,0,55
"quality",4.05,28.53,"residential",187,1,0,0,0,0,0,29
"aggressive",2.79,46.19,"main road",101,1,1,1,0,0,0,53
"aggressive",3.22,56.53,"highway",79,1,1,1,1,0,0,79
"quality",5.81,57.66,"main road",146,0,0,0,0,0,0,46
"distracted",3.03,29.92,"residential",131,1,1,0,0,0,0,27
"quality",6.66,52.95,"main road",165,1,0,0,0,0,0,52
"aggressive",1.78,17.63,"residential",114,1,1,0,0,0,0,36
"aggressive",5.07,61.11,"highway",112,1,1,1,1,1,1,73
"aggressive",5.45,61.09,"highway",124,1,1,1,1,1,1,77
"distracted",3.71,26.83,"residential",109,0,0,0,0,0,0,21
"distracted",3.07,26.5,"residential",121,1,1,1,0,0,1,22
"distracted",3.5,31.2,"residential",110,1,0,0,0,0,0,24
"distracted",3.17,35.26,"residential",128,1,0,0,0,0,1,20
"distracted",3.37,26.37,"residential",163,0,0,0,0,0,1,21
"quality",4.34,25.31,"residential",221,1,0,0,0,0,0,26
"aggressive",2.04,16.77,"residential",115,1,1,1,0,0,0,30
"aggressive",2.52,20.62,"residential",86,1,0,0,0,0,0,38
"quality",4.49,33.36,"residential",173,0,0,0,0,0,0,25
"quality",7.39,91.52,"highway",143,1,1,1,0,0,0,61
"distracted",3.45,30.57,"residential",150,1,0,0,0,0,0,22
"aggressive",2.72,41.42,"main road",88,1,1,1,0,0,0,54
"distracted",3.61,30.42,"residential",123,1,0,0,0,0,0,23
"quality",8.51,86.35,"highway",191,1,1,1,0,0,0,60
"distracted",3.03,26.05,"residential",133,1,0,0,0,0,1,24
"distracted",3.47,31.51,"residential",125,0,0,0,0,0,1,21
"quality",5.17,58.24,"main road",186,0,0,0,0,0,0,50
"aggressive",5.08,57.62,"highway",106,1,1,1,1,1,1,71
"quality",7.94,94.03,"highway",164,1,1,1,0,0,0,59
"distracted",5.35,85.35,"highway",138,1,1,1,1,0,1,52
"quality",4.14,27.19,"residential",163,1,1,0,0,0,0,26
"distracted",3.6,27.11,"residential",104,1,0,0,0,0,0,20
"distracted",5.2,75.08,"highway",160,1,1,1,1,0,0,56
"distracted",3.44,31.78,"residential",141,1,0,0,0,0,0,20
"aggressive",2.64,40.61,"main road",114,1,1,1,1,0,0,58
"quality",8.35,96.7,"highway",195,1,1,1,0,0,0,65
"aggressive",2.52,41.91,"main road",130,1,1,1,0,0,0,55
"aggressive",3.14,39.36,"main road",104,1,1,1,1,0,0,54
"distracted",5.8,72.15,"highway",135,1,1,1,1,0,0,55
"distracted",3.86,57.05,"main road",154,0,0,0,0,0,0,42
"distracted",3.89,58.03,"main road",107,0,0,0,0,0,0,41
"aggressive",6.7,58.05,"highway",55,1,1,1,1,1,1,70
"quality",3.52,23.96,"residential",185,1,1,0,0,0,0,26
"distracted",5.68,78.21,"highway",165,1,1,1,1,1,1,54
"quality",3.72,34.13,"residential",148,1,1,0,0,0,0,27
"aggressive",2.7,47.4,"main road",69,1,1,1,0,0,0,59
"quality",6.74,55.59,"main road",183,0,0,0,0,0,0,44
"aggressive",1.36,43.48,"main road",90,1,1,1,0,0,0,51
"distracted",5.16,83.35,"highway",124,1,1,1,1,0,0,61
"quality",5.73,62.05,"main road",164,0,0,0,0,0,0,45
"distracted",5.59,72.93,"highway",184,1,1,1,1,0,1,55
"aggressive",3.03,46.06,"main road",101,1,1,1,1,1,1,57
"aggressive",2.16,44.73,"main road",102,1,1,1,0,0,0,56
"aggressive",2.45,24.44,"residential",69,1,1,1,1,0,0,34
"distracted",3.22,30.67,"residential",132,1,1,0,0,0,0,22
"distracted",5.01,85.16,"highway",139,1,1,1,1,0,1,52
"quality",4.35,29.72,"residential",156,0,0,0,0,0,0,23
"distracted",3.24,34.25,"residential",127,1,1,1,0,0,0,19
"quality",3.63,26.08,"residential",137,1,1,0,0,0,0,23
"distracted",4.27,56.05,"main road",108,1,1,0,0,0,0,40
"distracted",3.25,28.58,"residential",144,0,0,0,0,0,0,24
"quality",7.64,90.46,"highway",187,1,1,1,0,0,0,62
"quality",4.05,27.55,"residential",186,1,1,0,0,0,0,27
"quality",4.14,32.81,"residential",193,1,0,0,0,0,0,27
"aggressive",2.84,16.82,"residential",93,1,0,0,0,0,0,35
"aggressive",5.03,61.09,"highway",100,1,1,1,0,0,0,75
"aggressive",1.29,17.82,"residential",79,0,0,0,0,0,0,35
"quality",5.49,63.23,"main road",195,0,0,0,0,0,0,46
"aggressive",3.62,62.74,"highway",58,1,1,1,1,0,0,71
"distracted",3.19,29.97,"residential",132,1,0,0,0,0,1,21
"distracted",4.14,52.84,"main road",117,1,1,0,0,0,1,40
"distracted",4.68,50.34,"main road",148,1,0,0,0,0,1,38
"quality",8,92.73,"highway",219,1,1,1,0,0,0,61
"quality",7.41,90.86,"highway",173,1,1,1,0,0,0,63
"quality",8.44,84.84,"highway",202,1,1,1,0,0,0,63
"quality",6.08,61.58,"main road",119,0,0,0,0,0,0,47
"aggressive",3.03,52.15,"main road",105,1,1,1,0,0,0,51
"quality",8.32,89.31,"highway",146,1,1,1,0,0,0,59
"aggressive",3.34,62.61,"highway",97,1,1,1,1,0,0,74
"aggressive",2.66,46.4,"main road",78,1,1,1,0,0,0,54
"distracted",5.14,77.25,"highway",111,1,1,1,1,0,1,57
"distracted",4.61,54.61,"main road",154,1,0,0,0,0,1,37
"distracted",3.16,33.56,"residential",143,0,0,0,0,0,0,26
"quality",3.63,25.85,"residential",206,1,1,0,0,0,0,24
"quality",4.27,30.8,"residential",164,0,0,0,0,0,0,24
"aggressive",6.57,57.75,"highway",91,1,1,1,1,0,0,72
"quality",8.73,91.1,"highway",172,1,1,1,0,0,0,63
"aggressive",2.56,11.75,"residential",90,1,1,0,0,0,0,32
"quality",5.76,61.03,"main road",149,0,0,0,0,0,0,47
"quality",3.69,27.12,"residential",157,1,0,0,0,0,0,23
"distracted",3.71,57.62,"main road",127,1,0,0,0,0,0,40
